CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
Bb;9;"1;3;5;b7;9";x,1,3,2,4,x;D,Ab,C,F
Bb;9;"1;3;5;b7;9";1,x,1,2,1,4;Bb,Ab,D,F,C
Bb;9;"1;3;5;b7;9";x,2,1,3,3,3;Bb,D,Ab,C,F
Bb;9;"1;3;5;b7;9";x,x,1,2,1,4;Ab,D,F,C
Bb;9;"1;3;5;b7;9";x,x,1,3,3,3;D,Ab,C,F
Bb;9;"1;3;5;b7;9";x,1,3,2,4,4;D,Ab,C,F,Bb
Bb;9;"1;3;5;b7;9";x,x,3,2,1,4;Ab,C,D,Bb
Bb;9;"1;3;5;b7;9";x,2,1,3,4,x;Bb,D,Ab,C
Bb;9;"1;3;5;b7;9";2,1,3,1,x,x;Bb,D,Ab,C
Bb;9;"1;3;5;b7;9";x,1,3,2,x,x;D,Ab,C
Bb;9;"1;3;5;b7;9";x,x,2,1,3,x;Ab,C,F
Bb;9;"1;3;5;b7;9";x,x,0,1,1,1;D,Ab,C,F
Bb;9;"1;3;5;b7;9";x,2,0,3,3,3;Bb,D,Ab,C,F
Bb;9b5;"1;3;b5;b7;9";0,1,0,2,3,0;Fb,Bb,D,Ab,C,Fb
Bb;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;Bb,D,Ab,C,Fb,Bb
Bb;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;Bb,Fb,Ab,C
Bb;maj13;"1;3;5;7;9;11;13";2,1,1,1,3,1;Bb,D,G,C,F,A
Bb;maj13;"1;3;5;7;9;11;13";3,x,4,2,1,1;Bb,A,C,D,G
Bb;7;"1;3;5;b7";x,1,3,1,4,1;Bb,F,Ab,D,F
Bb;7;"1;3;5;b7";1,3,1,2,4,1;Bb,F,Ab,D,Ab,Bb
Bb;7;"1;3;5;b7";x,x,1,3,2,4;Bb,F,Ab,D
Bb;7;"1;3;5;b7";1,3,1,2,1,1;Bb,F,Ab,D,F,Bb
Bb;7;"1;3;5;b7";x,x,1,3,2,x;Ab,D,F
Bb;7;"1;3;5;b7";x,x,1,1,1,3;F,Bb,D,Ab
Bb;7;"1;3;5;b7";1,x,2,3,x,x;Bb,Ab,D
Bb;7;"1;3;5;b7";x,2,0,3,x,x;Bb,D,Ab
Bb;7;"1;3;5;b7";x,x,x,3,2,1;D,F,Ab
Bb;7;"1;3;5;b7";x,x,x,1,4,x;D,Ab
Bb;7;"1;3;5;b7";x,x,x,2,1,3;F,Ab,D
Bb;7;"1;3;5;b7";1,x,2,4,3,x;Bb,Ab,D,F
Bb;7;"1;3;5;b7";x,x,1,2,1,1;Ab,D,F,Bb
Bb;7;"1;3;5;b7";x,2,1,3,x,x;Bb,D,Ab
Bb;7;"1;3;5;b7";x,x,x,1,1,2;Bb,D,Ab
Bb;7;"1;3;5;b7";x,x,x,2,4,1;D,Ab,Bb
Bb;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Abb,Db,Fb,Bb
Bb;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Db,Abb,Bb,Fb
Bb;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Bb,Fb,Abb,Db
Bb;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Bb,Fb,Abb,Db
Bb;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;Bb,Abb,Db,Fb
Bb;aug;"1;3;#5";x,3,2,1,1,x;D,F#,Bb,D
Bb;aug;"1;3;#5";4,3,2,1,x,x;Bb,D,F#,Bb
Bb;aug;"1;3;#5";x,x,4,2,3,1;D,F#,Bb,D
Bb;maj;"1;3;5";x,1,3,3,3,x;Bb,F,Bb,D
Bb;maj;"1;3;5";1,3,4,2,1,1;Bb,F,Bb,D,F,Bb
Bb;maj;"1;3;5";x,4,3,1,2,1;Bb,D,F,Bb,D
Bb;maj;"1;3;5";4,3,1,1,1,x;Bb,D,F,Bb,D
Bb;maj;"1;3;5";2,1,x,x,x,x;Bb,D
Bb;maj;"1;3;5";x,x,x,x,1,4;D,Bb
Bb;maj;"1;3;5";x,x,x,x,1,1;F,Bb
Bb;maj;"1;3;5";x,1,4,x,x,x;D,Bb
Bb;maj;"1;3;5";x,1,3,3,3,1;Bb,F,Bb,D,F
Bb;maj;"1;3;5";x,x,0,3,4,1;D,Bb,D,F
Bb;maj;"1;3;5";x,x,3,2,1,1;Bb,D,F,Bb
Bb;maj;"1;3;5";x,3,x,2,1,1;F,D,F,Bb
Bb;maj;"1;3;5";x,3,4,2,1,1;F,Bb,D,F,Bb
Bb;maj;"1;3;5";x,x,1,1,1,x;F,Bb,D
Bb;maj;"1;3;5";x,3,1,1,1,x;D,F,Bb,D
Bb;maj;"1;3;5";x,x,1,1,1,4;F,Bb,D,Bb
Bb;maj;"1;3;5";x,x,2,1,x,x;Bb,D
Bb;11;"1;3;5;b7;9;11";x,1,1,1,1,1;Bb,Eb,Ab,C,F
Bb;11;"1;3;5;b7;9;11";3,x,4,2,1,1;Bb,Ab,C,Eb,Ab
Bb;11;"1;3;5;b7;9;11";x,x,1,1,2,1;Bb,Eb,Ab,C
Bb;maj9;"1;3;5;7;9";x,1,0,4,2,3;Bb,D,A,C,F
Bb;maj9;"1;3;5;7;9";2,1,4,1,x,x;Bb,D,A,C
Bb;maj9;"1;3;5;7;9";x,x,4,1,2,1;Bb,C,F,A
Bb;maj9;"1;3;5;7;9";x,1,4,1,2,1;D,Bb,C,F,A
Bb;maj9;"1;3;5;7;9";x,x,1,3,4,1;Bb,F,A,C
Bb;maj9;"1;3;5;7;9";x,1,3,2,1,x;Bb,F,A,C
Bb;sus2;"1;2;5";x,1,3,4,1,1;Bb,F,Bb,C,F
Bb;m11;"1;b3;5;b7;9;11";x,x,2,3,1,x;Ab,Db,Eb
Bb;m11;"1;b3;5;b7;9;11";x,1,1,1,2,1;Bb,Eb,Ab,Db,F
Bb;m11;"1;b3;5;b7;9;11";x,1,1,1,2,x;Bb,Eb,Ab,Db
Bb;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;Bb,Ab,Db,Eb
Bb;m;"1;b3;5";x,1,3,4,2,1;Bb,F,Bb,Db,F
Bb;m;"1;b3;5";1,3,4,1,1,1;Bb,F,Bb,Db,F,Bb
Bb;m;"1;b3;5";x,x,1,3,4,2;Bb,F,Bb,Db
Bb;m;"1;b3;5";x,x,3,4,2,1;F,Bb,Db,F
Bb;m;"1;b3;5";3,1,x,x,x,x;Bb,Db
Bb;m;"1;b3;5";x,x,x,3,2,1;Bb,Db,F
Bb;m;"1;b3;5";x,x,x,1,1,1;Db,F,Bb
Bb;m;"1;b3;5";x,3,4,1,x,x;F,Bb,Db
Bb;7b5;"1;3;b5;b7";x,1,2,1,3,x;Bb,Fb,Ab,D
Bb;7b5;"1;3;b5;b7";x,x,2,4,1,3;Ab,D,Fb,Bb
Bb;7b5;"1;3;b5;b7";x,x,1,2,3,4;Bb,Fb,Ab,D
Bb;9(#11);"1;3;5;b7;9;#11";x,1,2,1,1,x;D,Ab,C,E
Bb;9(#11);"1;3;5;b7;9;#11";2,x,3,4,1,x;Bb,Ab,D,E
Bb;9(#11);"1;3;5;b7;9;#11";0,x,0,1,1,1;E,D,Ab,C,F
Bb;m7;"1;b3;5;b7";x,1,3,1,2,1;Bb,F,Ab,Db,F
Bb;m7;"1;b3;5;b7";1,3,1,1,4,1;Bb,F,Ab,Db,Ab,Bb
Bb;m7;"1;b3;5;b7";x,x,1,4,2,3;Bb,F,Ab,Db
Bb;m7;"1;b3;5;b7";2,x,3,3,3,x;Bb,Ab,Db,F
Bb;m7;"1;b3;5;b7";1,3,1,1,1,1;Bb,F,Ab,Db,F,Bb
Bb;m7;"1;b3;5;b7";x,x,x,2,1,1;F,Ab,Db
Bb;m7;"1;b3;5;b7";2,x,3,3,3,3;Bb,Ab,Db,F,Bb
Bb;m7;"1;b3;5;b7";2,x,3,3,x,x;Bb,Ab,Db
Bb;m7;"1;b3;5;b7";x,x,2,3,1,4;F,Bb,Db,Ab
Bb;m7;"1;b3;5;b7";1,x,1,1,4,x;Bb,Ab,Db,Ab
Bb;m(maj7);"1;b3;5;7";x,1,4,2,3,x;Bb,F,A,Db
Bb;m(maj7);"1;b3;5;7";x,x,2,1,1,1;A,Db,F,Bb
Bb;m(maj7);"1;b3;5;7";1,x,4,2,3,x;Bb,A,Db,F
Bb;m(maj7);"1;b3;5;7";1,3,2,1,1,1;Bb,F,A,Db,F,Bb
Bb;dim;"1;b3;b5";x,1,2,4,3,x;Bb,Fb,Bb,Db
Bb;dim;"1;b3;b5";x,x,4,3,1,2;Bb,Db,Fb,Bb
Bb;dim;"1;b3;b5";1,2,3,1,x,x;Bb,Fb,Bb,Db
Bb;dim;"1;b3;b5";x,x,x,2,1,3;Db,Fb,Bb
Bb;6;"1;3;5;6";x,1,3,3,3,3;Bb,F,Bb,D,G
Bb;6;"1;3;5;6";1,x,3,2,4,1;Bb,Bb,D,G,Bb
Bb;6;"1;3;5;6";x,x,1,3,1,4;Bb,F,G,D
Bb;6;"1;3;5;6";3,1,2,0,x,x;Bb,D,G,G
Bb;6;"1;3;5;6";x,1,x,0,3,4;Bb,G,D,G
Bb;6;"1;3;5;6";x,1,x,0,4,x;Bb,G,D
Bb;6;"1;3;5;6";2,x,1,4,3,x;Bb,G,D,F
Bb;6;"1;3;5;6";x,x,3,3,3,3;F,Bb,D,G
Bb;6;"1;3;5;6";x,1,3,0,4,x;Bb,F,G,D
Bb;6;"1;3;5;6";2,1,0,0,3,4;Bb,D,D,G,F,Bb
Bb;6;"1;3;5;6";2,x,1,3,x,x;Bb,G,D
Bb;6;"1;3;5;6";2,x,1,3,4,x;Bb,G,D,G
Bb;6;"1;3;5;6";x,x,3,2,4,1;Bb,D,G,Bb
Bb;6;"1;3;5;6";1,x,x,0,2,x;Bb,G,F
Bb;6;"1;3;5;6";x,2,3,1,4,x;Bb,F,G,D
Bb;6;"1;3;5;6";x,x,1,1,1,1;F,Bb,D,G
Bb;6;"1;3;5;6";x,1,3,1,2,1;G,D,F,Bb,D
Bb;6;"1;3;5;6";x,x,1,4,2,3;G,D,F,Bb
Bb;6;"1;3;5;6";x,1,x,x,3,4;Bb,D,G
Bb;6;"1;3;5;6";x,1,3,0,x,x;Bb,F,G
Bb;6;"1;3;5;6";1,x,0,0,4,x;Bb,D,G,G
Bb;6;"1;3;5;6";x,1,0,0,4,x;Bb,D,G,D
Bb;7(#5);"1;3;#5;b7";x,1,4,1,3,2;Bb,F#,Ab,D,F#
Bb;7(#5);"1;3;#5;b7";1,x,1,2,3,1;Bb,Ab,D,F#,Bb
Bb;7(#5);"1;3;#5;b7";x,1,2,1,1,x;Ab,D,F#,Bb
Bb;7(#5);"1;3;#5;b7";x,x,1,2,3,1;Ab,D,F#,Bb
Bb;7(#5);"1;3;#5;b7";1,x,2,3,4,x;Bb,Ab,D,F#
Bb;7sus4;"1;4;5;b7";x,1,3,1,4,1;Bb,F,Ab,Eb,F
Bb;7sus4;"1;4;5;b7";1,3,1,4,1,1;Bb,F,Ab,Eb,F,Bb
Bb;7sus4;"1;4;5;b7";x,x,1,3,2,4;Bb,F,Ab,Eb
Bb;7sus4;"1;4;5;b7";x,1,1,1,2,x;F,Bb,Eb,Ab
Bb;7sus4;"1;4;5;b7";1,x,2,4,x,x;Bb,Ab,Eb
Bb;maj7;"1;3;5;7";x,1,3,2,4,1;Bb,F,A,D,F
Bb;maj7;"1;3;5;7";1,4,2,3,1,x;Bb,F,A,D,F
Bb;maj7;"1;3;5;7";x,4,3,1,1,1;Bb,D,F,A,D
Bb;maj7;"1;3;5;7";x,x,1,3,3,3;Bb,F,A,D
Bb;maj7;"1;3;5;7";x,1,3,2,4,x;Bb,F,A,D
Bb;maj7;"1;3;5;7";1,x,3,4,x,x;Bb,A,D
Bb;maj7;"1;3;5;7";1,x,3,4,2,x;Bb,A,D,F
Bb;maj7;"1;3;5;7";x,x,4,3,2,1;Bb,D,F,A
Bb;maj7;"1;3;5;7";x,x,1,1,1,4;F,Bb,D,A
Bb;maj7;"1;3;5;7";x,2,4,1,3,x;D,A,Bb,F
Bb;maj7;"1;3;5;7";1,1,3,2,4,1;F,Bb,F,A,D,F
Bb;maj7;"1;3;5;7";2,x,3,4,2,1;Bb,A,D,F,A
Bb;maj7;"1;3;5;7";x,1,4,2,x,x;Bb,F,A
Bb;maj7;"1;3;5;7";x,1,0,2,4,1;Bb,D,A,D,F
Bb;5;"1;5";x,1,3,x,x,x;Bb,F
Bb;5;"1;5";1,3,x,x,x,x;Bb,F
Bb;5;"1;5";1,3,4,x,x,x;Bb,F,Bb
Bb;5;"1;5";x,1,1,x,x,x;F,Bb
Bb;5;"1;5";1,1,3,x,x,x;F,Bb,F
Bb;5;"1;5";x,1,3,4,x,x;Bb,F,Bb
Bb;5;"1;5";1,1,x,x,x,x;F,Bb
Bb;5;"1;5";x,x,x,1,4,x;Bb,F
Bb;5;"1;5";x,x,1,1,x,x;F,Bb
Bb;5;"1;5";x,x,1,3,4,x;Bb,F,Bb
Bb;5;"1;5";x,x,1,4,x,x;Bb,F
Bb;m6;"1;b3;5;6";x,1,3,0,2,4;Bb,F,G,Db,G
Bb;m6;"1;b3;5;6";1,x,3,1,4,1;Bb,Bb,Db,G,Bb
Bb;m6;"1;b3;5;6";x,x,1,3,1,2;Bb,F,G,Db
Bb;m6;"1;b3;5;6";2,x,1,3,3,3;Bb,G,Db,F,Bb
Bb;7(b9);"1;3;5;b7;b9";x,1,0,2,x,3;Bb,D,Ab,F
Bb;7(b9);"1;3;5;b7;b9";3,2,4,1,x,x;Bb,D,Ab,Cb
Bb;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;Bb,Ab,D,F,Cb
Bb;7(b9);"1;3;5;b7;b9";x,2,3,1,4,x;D,Ab,Cb,F
Bb;m9;"1;b3;5;b7;9";3,1,4,2,x,x;Bb,Db,Ab,C
Bb;m9;"1;b3;5;b7;9";1,3,1,1,1,4;Bb,F,Ab,Db,F,C
Bb;m9;"1;b3;5;b7;9";x,2,1,3,4,x;Bb,Db,Ab,C
Bb;m9;"1;b3;5;b7;9";x,x,2,4,1,3;F,C,Db,Ab
Bb;m9;"1;b3;5;b7;9";1,x,1,1,1,4;Bb,Ab,Db,F,C
Bb;13(b9);"1;3;5;b7;b9;11;13";x,x,1,2,4,3;Ab,D,G,Cb
Bb;sus4;"1;4;5";x,1,2,3,4,1;Bb,F,Bb,Eb,F
Bb;sus4;"1;4;5";x,x,1,1,2,4;F,Bb,Eb,Bb
Bb;sus4;"1;4;5";1,1,3,4,1,1;Bb,Eb,Bb,Eb,F,Bb
Bb;sus4;"1;4;5";x,1,3,3,4,x;Bb,F,Bb,Eb
Bb;6/9;"1;3;5;6;9";x,1,0,0,2,3;Bb,D,G,C,F
Bb;6/9;"1;3;5;6;9";2,1,1,1,3,4;Bb,D,G,C,F,Bb
Bb;6/9;"1;3;5;6;9";x,x,2,1,3,4;Bb,D,G,C
Bb;6/9;"1;3;5;6;9";2,x,1,1,3,x;Bb,G,C,F
Cb;7;"1;3;5;b7";1,x,2,3,x,x;Cb,Bbb,Eb
Db;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;Db,F,Cb,Eb,Bb
Db;13;"1;3;5;b7;9;11;13";3,x,4,2,1,1;Db,Cb,Eb,F,Bb
Db;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;Db,Cb,F,Bb,Eb
Db;13;"1;3;5;b7;9;11;13";x,x,1,2,3,1;Cb,F,Bb,Db
Db;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;Db,Cb,F,Bb
Db;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;Db,F,Cb,E
Db;7(#9);"1;3;5;b7;#9";2,1,3,3,3,x;Db,F,Cb,E,Ab
Db;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;Db,Ab,Cb,F,Ab,E
Db;7(#9);"1;3;5;b7;#9";1,3,1,2,4,4;Db,Ab,Cb,F,Cb,E
Db;7(#9);"1;3;5;b7;#9";1,x,2,3,4,4;Db,Cb,F,Cb,E
Db;7(#9);"1;3;5;b7;#9";x,x,2,1,3,4;Db,F,Cb,E
Db;9;"1;3;5;b7;9";x,2,1,3,4,x;Db,F,Cb,Eb
Db;9;"1;3;5;b7;9";x,1,3,2,4,x;F,Cb,Eb,Ab
Db;9;"1;3;5;b7;9";x,x,2,1,3,4;Cb,Eb,Ab,Db
Db;9;"1;3;5;b7;9";x,2,1,3,3,3;Db,F,Cb,Eb,Ab
Db;9;"1;3;5;b7;9";2,x,1,3,3,3;Ab,F,Cb,Eb,Ab
Db;9;"1;3;5;b7;9";x,1,2,1,3,4;F,Cb,Eb,Ab,Db
Db;9;"1;3;5;b7;9";x,x,x,3,1,2;Eb,F,Cb
Db;9;"1;3;5;b7;9";1,x,2,3,x,4;Db,Cb,F,Eb
Db;9;"1;3;5;b7;9";x,x,1,2,1,4;Cb,F,Ab,Eb
Db;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;Abb,Db,F,Cb,Eb,Abb
Db;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;Db,F,Cb,Eb,Abb,Db
Db;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;Db,Abb,Cb,Eb
Db;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,x;Db,C,F,Bb
Db;7;"1;3;5;b7";x,3,2,4,1,x;Db,F,Cb,Db
Db;7;"1;3;5;b7";x,1,3,1,4,1;Db,Ab,Cb,F,Ab
Db;7;"1;3;5;b7";1,3,1,2,4,1;Db,Ab,Cb,F,Cb,Db
Db;7;"1;3;5;b7";1,x,2,4,3,x;Db,Cb,F,Ab
Db;7;"1;3;5;b7";x,2,1,3,x,x;Db,F,Cb
Db;7;"1;3;5;b7";1,x,2,3,x,x;Db,Cb,F
Db;7;"1;3;5;b7";x,1,3,x,2,x;Cb,F,Db
Db;7;"1;3;5;b7";x,x,3,2,4,1;Db,F,Cb,Db
Db;7;"1;3;5;b7";x,x,1,2,1,1;Cb,F,Ab,Db
Db;7;"1;3;5;b7";x,x,1,3,2,4;Db,Ab,Cb,F
Db;7;"1;3;5;b7";x,x,2,3,1,4;F,Cb,Db,Ab
Db;7;"1;3;5;b7";x,x,1,1,1,3;Ab,Db,F,Cb
Db;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Abb,Db,Fb,Cbb
Db;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Fb,Cbb,Db,Abb
Db;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Db,Abb,Cbb,Fb
Db;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;Db,Cbb,Fb,Abb
Db;aug;"1;3;#5";x,3,2,1,1,x;Db,F,A,Db
Db;aug;"1;3;#5";4,3,2,1,x,x;A,Db,F,A
Db;aug;"1;3;#5";x,x,4,2,3,1;Db,F,A,Db
Db;maj;"1;3;5";x,4,3,1,2,1;Db,F,Ab,Db,F
Db;maj;"1;3;5";x,1,3,3,3,x;Db,Ab,Db,F
Db;maj;"1;3;5";1,3,4,2,1,1;Db,Ab,Db,F,Ab,Db
Db;maj;"1;3;5";x,1,3,3,3,1;Db,Ab,Db,F,Ab
Db;maj;"1;3;5";x,x,x,1,3,2;Ab,Db,F
Db;maj;"1;3;5";x,3,1,1,1,x;F,Ab,Db,F
Db;maj;"1;3;5";x,x,3,1,2,4;F,Ab,Db,Ab
Db;maj;"1;3;5";x,x,x,3,4,1;Db,F,Ab
Db;maj;"1;3;5";x,x,3,3,3,x;Ab,Db,F
Db;maj;"1;3;5";x,4,3,1,2,x;Db,F,Ab,Db
Db;maj;"1;3;5";2,x,1,4,x,x;Ab,F,Db
Db;maj;"1;3;5";x,x,x,2,1,1;F,Ab,Db
Db;11;"1;3;5;b7;9;11";x,1,1,1,1,1;Db,Gb,Cb,Eb,Ab
Db;11;"1;3;5;b7;9;11";4,x,3,2,1,1;Db,Cb,Eb,Gb,Cb
Db;11;"1;3;5;b7;9;11";x,x,1,1,2,1;Db,Gb,Cb,Eb
Db;maj9;"1;3;5;7;9";x,2,1,4,3,x;Db,F,C,Eb
Db;maj9;"1;3;5;7;9";2,1,3,1,x,x;Db,F,C,Eb
Db;maj9;"1;3;5;7;9";x,x,4,1,2,1;Db,Eb,Ab,C
Db;maj9;"1;3;5;7;9";x,1,x,3,2,2;Db,C,Eb,Ab
Db;m;"1;b3;5";x,1,3,4,2,1;Db,Ab,Db,Fb,Ab
Db;m;"1;b3;5";1,3,4,1,1,1;Db,Ab,Db,Fb,Ab,Db
Db;m;"1;b3;5";x,x,1,3,4,2;Db,Ab,Db,Fb
Db;m;"1;b3;5";x,x,x,1,1,1;Fb,Ab,Db
Db;7b5;"1;3;b5;b7";x,1,2,1,3,x;Db,Abb,Cb,F
Db;7b5;"1;3;b5;b7";x,x,2,4,1,3;Cb,F,Abb,Db
Db;7b5;"1;3;b5;b7";1,3,2,4,x,x;Db,Abb,Cb,F
Db;m7;"1;b3;5;b7";x,3,1,4,1,x;Db,Fb,Cb,Db
Db;m7;"1;b3;5;b7";x,1,3,1,2,1;Db,Ab,Cb,Fb,Ab
Db;m7;"1;b3;5;b7";1,3,1,1,4,1;Db,Ab,Cb,Fb,Cb,Db
Db;m7;"1;b3;5;b7";x,1,x,2,3,x;Db,Cb,Fb
Db;dim;"1;b3;b5";x,1,2,4,3,x;Db,Abb,Db,Fb
Db;dim;"1;b3;b5";x,x,4,3,1,2;Db,Fb,Abb,Db
Db;dim;"1;b3;b5";1,2,3,1,x,x;Db,Abb,Db,Fb
Db;6;"1;3;5;6";x,4,2,3,1,x;Db,F,Bb,Db
Db;6;"1;3;5;6";x,1,3,3,3,3;Db,Ab,Db,F,Bb
Db;6;"1;3;5;6";1,x,3,2,4,1;Db,Db,F,Bb,Db
Db;6;"1;3;5;6";x,2,4,1,x,x;Db,Ab,Bb
Db;6;"1;3;5;6";x,x,3,2,4,1;Db,F,Bb,Db
Db;6;"1;3;5;6";x,x,3,2,4,x;Db,F,Bb
Db;6;"1;3;5;6";x,x,x,3,3,3;Db,F,Bb
Db;7(#5);"1;3;#5;b7";x,1,2,1,1,x;Cb,F,A,Db
Db;7(#5);"1;3;#5;b7";x,1,4,1,3,2;Db,A,Cb,F,A
Db;7(#5);"1;3;#5;b7";1,x,1,2,3,1;Db,Cb,F,A,Db
Db;7sus4;"1;4;5;b7";x,2,3,4,1,x;Db,Gb,Cb,Db
Db;7sus4;"1;4;5;b7";x,1,3,1,4,1;Db,Ab,Cb,Gb,Ab
Db;7sus4;"1;4;5;b7";1,3,1,4,1,1;Db,Ab,Cb,Gb,Ab,Db
Db;7sus4;"1;4;5;b7";x,2,2,3,x,x;Db,Gb,Cb
Db;maj7;"1;3;5;7";x,4,3,1,1,1;Db,F,Ab,C,F
Db;maj7;"1;3;5;7";x,1,3,2,4,1;Db,Ab,C,F,Ab
Db;maj7;"1;3;5;7";x,x,4,3,2,1;Db,F,Ab,C
Db;maj7;"1;3;5;7";1,x,3,4,2,x;Db,C,F,Ab
Db;maj7;"1;3;5;7";x,1,3,2,4,x;Db,Ab,C,F
Db;maj7;"1;3;5;7";x,2,x,3,4,x;Db,C,F
Db;5;"1;5";x,1,3,4,x,x;Db,Ab,Db
Db;5;"1;5";x,1,4,x,x,x;Db,Ab
Db;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;Db,Cb,F,G
Db;7(#11);"1;3;5;b7;#11";x,1,3,2,4,x;Db,G,Cb,F
Db;m6;"1;b3;5;6";x,3,1,2,1,x;Db,Fb,Bb,Db
Db;m6;"1;b3;5;6";x,1,x,3,2,4;Db,Db,Fb,Bb
Db;m6;"1;b3;5;6";1,x,3,1,4,1;Db,Db,Fb,Bb,Db
Db;7(b9);"1;3;5;b7;b9";x,2,1,3,1,x;Db,F,Cb,Ebb
Db;7(b9);"1;3;5;b7;b9";3,2,4,1,x,x;Db,F,Cb,Ebb
Db;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;Db,Cb,F,Ab,Ebb
Db;m9;"1;b3;5;b7;9";x,2,1,3,4,x;Db,Fb,Cb,Eb
Db;m9;"1;b3;5;b7;9";3,1,4,2,x,x;Db,Fb,Cb,Eb
Db;m9;"1;b3;5;b7;9";1,3,1,1,1,4;Db,Ab,Cb,Fb,Ab,Eb
Db;m9;"1;b3;5;b7;9";x,1,x,1,1,x;Db,Cb,Eb
Db;sus4;"1;4;5";x,1,2,3,4,1;Db,Ab,Db,Gb,Ab
Db;sus4;"1;4;5";x,x,1,1,2,4;Ab,Db,Gb,Db
Db;sus4;"1;4;5";1,1,3,4,1,1;Db,Gb,Db,Gb,Ab,Db
Db;6/9;"1;3;5;6;9";x,2,1,1,3,4;Db,F,Bb,Eb,Ab
Db;6/9;"1;3;5;6;9";2,1,1,1,3,4;Db,F,Bb,Eb,Ab,Db
Db;6/9;"1;3;5;6;9";x,x,2,1,3,4;Db,F,Bb,Eb
Eb;9(#5);"1;3;#5;b7;9";x,1,2,1,4,x;Db,G,B,F
Eb;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;Eb,G,Db,F,C
Eb;13;"1;3;5;b7;9;11;13";3,x,4,2,1,1;Eb,Db,F,G,C
Eb;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;Eb,Db,G,C,F
Eb;7(#9);"1;3;5;b7;#9";x,x,1,0,3,4;Eb,G,Db,F#
Eb;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;Eb,G,Db,F#
Eb;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;Eb,Bb,Db,G,Bb,F#
Eb;+(#11);"1;3;#5;#11";x,2,x,0,0,1;Eb,G,B,A
Eb;+(#11);"1;3;#5;#11";x,1,x,0,0,4;Eb,G,B,B
Eb;9;"1;3;5;b7;9";x,2,1,3,4,x;Eb,G,Db,F
Eb;9;"1;3;5;b7;9";x,1,3,2,4,x;G,Db,F,Bb
Eb;9;"1;3;5;b7;9";x,x,2,1,3,4;Db,F,Bb,Eb
Eb;9;"1;3;5;b7;9";x,2,1,3,3,3;Eb,G,Db,F,Bb
Eb;9;"1;3;5;b7;9";2,x,1,3,3,3;Bb,G,Db,F,Bb
Eb;9;"1;3;5;b7;9";2,x,1,3,4,x;Bb,G,Db,F
Eb;9;"1;3;5;b7;9";x,x,3,2,1,4;Db,F,G,Eb
Eb;9;"1;3;5;b7;9";x,1,3,2,4,4;G,Db,F,Bb,Eb
Eb;9;"1;3;5;b7;9";x,1,3,1,1,x;Eb,Bb,Db,F
Eb;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;Eb,Bbb,Db,F
Eb;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;Bbb,Eb,G,Db,F,Bbb
Eb;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;Eb,G,Db,F,Bbb,Eb
Eb;7;"1;3;5;b7";x,3,2,4,1,x;Eb,G,Db,Eb
Eb;7;"1;3;5;b7";x,1,3,1,4,1;Eb,Bb,Db,G,Bb
Eb;7;"1;3;5;b7";1,3,1,2,4,1;Eb,Bb,Db,G,Db,Eb
Eb;7;"1;3;5;b7";x,x,x,2,1,3;Bb,Db,G
Eb;7;"1;3;5;b7";x,2,1,3,x,x;Eb,G,Db
Eb;7;"1;3;5;b7";x,x,x,1,4,1;Db,G,Bb
Eb;7;"1;3;5;b7";x,x,2,3,1,x;G,Db,Eb
Eb;7;"1;3;5;b7";x,x,x,3,2,1;G,Bb,Db
Eb;7;"1;3;5;b7";3,x,2,4,1,x;Bb,G,Db,Eb
Eb;7;"1;3;5;b7";3,x,2,4,x,x;Bb,G,Db
Eb;7;"1;3;5;b7";x,x,1,3,2,4;Eb,Bb,Db,G
